label_id,cpu_usage_percent,ram_usage_percent,disk_read_mb,disk_write_mb,network_sent_mb,network_recv_mb
1,18.4,60.6,157.5728,1.0938,0.0087,0.44
1,20.9,60.3,154.4502,2.7461,0.0114,0.5466
1,17.6,60.4,35.7188,2.4414,0.0182,0.8649
1,20.7,60.4,39.8379,9.332,0.0212,1.0414
1,19.2,60.5,42.6602,6.7656,0.0065,0.2988
1,22.5,60.4,43.0708,4.2227,0.0169,0.7646
1,18.9,60.3,35.6387,3.4727,0.0141,0.7269
1,19.0,60.0,40.7363,15.8633,0.0127,0.5092
1,20.0,59.8,37.4883,8.5742,0.0111,0.5122
1,18.1,59.8,31.7715,0.9297,0.009,0.4257
1,20.4,59.7,16.8306,1.1016,0.0045,0.1974
1,23.0,59.8,25.5601,1.4922,0.0034,0.1217
1,14.3,59.8,36.3242,21.6094,0.0012,0.0408
1,20.4,59.9,27.0083,0.7617,0.0085,0.3841
1,18.9,59.9,64.1567,0.9258,0.006,0.2942
1,18.0,59.8,30.7671,2.5742,0.0044,0.1727
1,20.3,59.9,37.8218,1.7109,0.0054,0.174
1,18.6,59.9,29.3501,0.9453,0.0082,0.377
1,14.8,59.9,37.3066,1.2617,0.0088,0.4367
1,11.4,59.9,34.5771,1.4414,0.0133,0.5944
1,23.4,60.0,30.7666,14.6328,0.0177,0.8415
1,18.0,60.1,59.9424,2.293,0.0131,0.6693
1,21.6,60.1,36.21,9.9336,0.018,0.8894
1,46.2,60.0,43.7212,8.0781,0.0153,0.5569
1,22.1,59.4,5.0068,4.5703,0.0336,1.1716
1,10.8,59.3,0.375,9.0039,0.0197,0.9179
1,12.1,59.3,0.9805,2.8516,0.0142,0.648
1,14.7,59.2,0.0,3.4062,0.018,0.8335
1,11.7,59.1,0.0977,2.668,0.0151,0.7108
1,13.2,59.1,0.1641,1.1992,0.0118,0.5465
1,18.1,59.1,0.2124,0.8086,0.02,0.9227
1,12.4,59.1,2.3691,2.7578,0.0178,1.0164
1,15.1,59.2,0.0,2.1992,0.0155,0.6937
1,10.3,59.2,0.125,3.5586,0.021,1.0637
1,16.1,59.1,0.1719,0.6797,0.0083,0.384
1,12.0,59.1,0.1133,0.4258,0.0043,0.1774
1,10.1,59.1,0.125,0.1406,0.0068,0.2994
1,11.3,59.4,0.043,0.2734,0.0176,0.8205
1,29.3,59.3,25.6562,10.8711,0.0162,0.7303
1,18.8,59.2,11.6914,34.7891,0.0104,0.466
1,19.2,59.2,0.5,1.2656,0.0087,0.3568
1,15.8,59.1,0.0,5.8945,0.0175,0.8003
1,10.4,59.2,0.3203,0.5859,0.0128,0.6234
1,13.7,59.2,0.0,0.1094,0.0106,0.5264
1,17.5,59.2,0.0781,2.3359,0.0129,0.5451
1,10.7,59.2,0.0,3.1172,0.0118,0.527
1,11.8,59.2,0.0,0.1523,0.0184,0.9431
1,3.4,59.1,0.9688,4.3477,0.0206,1.1814
1,3.1,59.1,0.0156,1.1836,0.0155,0.7196
1,4.4,59.1,0.0,1.1914,0.0179,0.8763
1,4.3,59.1,0.1094,0.4766,0.0172,0.9091
1,21.3,59.5,73.9102,40.9224,0.0131,0.5712
1,9.8,59.3,44.5859,5.9297,0.0153,0.546
1,6.6,59.3,0.9956,4.5977,0.0175,0.6294
1,3.9,59.4,0.6094,2.8594,0.0213,0.7774
1,4.3,59.3,0.8398,1.4609,0.0271,0.4947
1,5.6,59.0,2.8438,0.3438,0.0043,0.1879
1,3.1,59.0,0.1562,2.5391,0.0034,0.136
1,2.3,59.0,0.0,0.2188,0.0042,0.1936
1,2.4,59.0,0.125,0.3711,0.0036,0.1705
1,3.5,59.0,0.0,2.1055,0.011,0.4894
1,5.0,59.0,0.0,0.3047,0.0062,0.2945
1,6.6,59.2,0.0625,0.5234,0.0066,0.2901
1,2.4,59.1,0.0312,0.2695,0.0078,0.3782
1,2.5,59.1,0.0,0.0508,0.0109,0.4893
1,5.5,59.1,0.0312,1.3125,0.0181,0.9661
1,5.8,59.1,0.0039,1.0781,0.0144,0.7561
1,5.1,59.1,0.0195,4.2539,0.0109,0.5185
1,3.7,59.1,0.0,0.1602,0.0133,0.7254
1,5.2,59.1,0.0156,1.2617,0.0146,0.7813
1,38.5,59.1,25.8203,57.2344,0.0109,0.5193
1,2.5,59.0,0.4531,2.5781,0.0042,0.1867
1,2.8,58.9,0.1094,0.3984,0.0043,0.1954
1,2.6,58.9,0.0469,0.2695,0.0037,0.1637
1,9.2,58.9,0.186,0.707,0.0039,0.1686
1,9.2,58.8,0.0625,0.4219,0.0079,0.3515
1,3.3,58.8,0.0625,0.2148,0.0018,0.065
1,9.3,58.8,0.0312,0.332,0.0035,0.1581
1,2.1,58.8,0.0625,0.0586,0.0062,0.2876
1,5.0,58.8,0.0,0.1758,0.0054,0.2384
1,5.8,58.9,0.0156,0.3281,0.01,0.4454
1,9.4,58.9,0.1367,1.3789,0.0077,0.3601
1,3.8,58.9,0.0,0.0586,0.0016,0.0548
1,2.5,58.9,0.0156,0.2344,0.001,0.038
1,3.4,58.9,0.0,0.0625,0.002,0.0816
1,2.2,58.9,0.0156,0.1367,0.0073,0.3155
1,2.5,58.9,0.0312,1.1484,0.012,0.6279
1,2.3,58.9,1.0156,2.2109,0.0055,0.2163
1,2.3,58.9,0.0156,3.2188,0.0101,0.4316
1,1.9,58.9,0.0,0.1211,0.0062,0.2874
1,1.3,58.9,0.0,0.25,0.0019,0.0779
1,10.2,58.8,0.1914,0.3242,0.0017,0.0759
1,2.8,58.9,0.0352,0.2617,0.0039,0.1132
1,3.3,58.9,0.0,0.1445,0.0025,0.0917
1,3.5,58.9,0.0,0.0859,0.0045,0.1963
1,5.2,58.9,0.0,0.1562,0.005,0.2285
1,3.3,58.9,0.0,0.0586,0.0075,0.3526
1,5.1,58.9,0.0,0.1406,0.0075,0.3488
1,3.3,58.9,0.0312,1.2305,0.0132,0.594
1,4.1,58.8,0.0,2.2422,0.0234,1.1387
1,4.4,58.8,0.0156,3.0547,0.0168,0.9947
1,5.2,59.0,0.0625,0.2344,0.0164,0.8168
1,4.0,58.8,0.0156,0.1641,0.0095,0.4246
1,3.6,58.8,0.0,1.2422,0.0197,1.0741
1,3.3,58.8,0.0156,3.2148,0.0086,0.4114
1,3.5,58.8,0.0312,0.1211,0.013,0.6652
1,4.6,58.8,0.0645,0.1191,0.0047,0.2026
1,1.8,58.8,0.0,0.1289,0.0034,0.1489
1,7.9,58.7,0.0312,1.3633,0.012,0.5019
1,3.5,58.8,0.0,1.1445,0.016,0.7802
1,4.5,58.8,0.0469,0.5117,0.0179,0.8535
1,3.7,58.8,0.0,0.125,0.0105,0.517
1,4.1,58.7,0.0,2.1836,0.0091,0.3714
1,2.6,58.7,0.0,0.0938,0.0129,0.6498
1,2.6,58.7,0.0,2.0352,0.006,0.2812
